,Tweeted Date,Tweet Description,Popularity Count
96,2021-05-20,@_rino_niziu_ なんならLINEのアイコンにするか悩むまであるよ☺︎,0
95,2021-05-20,"RT @momo_jynp2: NiziUのミイヒちゃんを描きました！

沢山の方に見ていただけますように✨
いいね、RT等して頂けましたら嬉しいです☺️

#NiziU #NiziProject #虹プロ　#miihi https://t.co/oayBZ2e5pu",0
39,2021-05-20,"やべー
NiziUがLINEのスタンプになってる！",0
92,2021-05-20,"ファンタを飲んでキャンペーンに参加すると、ファンタとNiziUとのコラボアイテムがその場で当たるよ！あなたもキャンペーンに参加しよう！
詳しくはこちら：https://t.co/E58w2hd13w",0
90,2021-05-20,@nizimayu__ ピースオブケイクの綾野剛とかもう…😍,0
87,2021-05-20,"@c_withu @52m82r やり取り🤣🤣🤣
無理笑う😂😂😂😂笑",0
86,2021-05-20,"メイキング！！！
 #NiziU https://t.co/4W2i2o1bEb",0
85,2021-05-20,"そういや日曜日SexyZoneのコンサートに行った。最高だったよマジで
NiziUも早くやりたいね",0
84,2021-05-20,"RT @niziushots: NiziU Line Sticker

MAKO

#NiziU #ニジュー https://t.co/qIsDpj34yA",0
23,2021-05-20,NiziU『Take a picture 』MV Making Movie https://t.co/2iKhD7ht6Z @YouTubeより,0
81,2021-05-20,NiziU『Take a picture 』MV Making Movie https://t.co/bMseclI5hP @YouTubeより,0
79,2021-05-20,20時なんもなかった笑笑,0
78,2021-05-20,"NiziU『Take a picture 』MV Making Movie https://t.co/Q93kSvBJ04 @YouTubeより　　　

きたーーーーーー",0
73,2021-05-20,"RT @ongaku_jouhou: 5/19 TSUTAYAレンタルCDシングルデイリーランキング
１位　YOASOBI『怪物／優しい彗星』
２位　NiziU『Take a picture／Poppin' Shakin'』
３位　LiSA『炎』
４位　NiziU『Step a…",0
72,2021-05-20,"@niziu_makorio え、これは両思いってことでOK？🥺🤟🏻←
送り合う？←",0
71,2021-05-20,"RT @koreansales_twt: 21. #NiziU Step and a step — 88,086
24. #TWICE Kura Kura — 75,894
36. #J_JUN BREAKING DAWN (Japanese Ver.) — 40,181
49…",0
149,2021-05-20,「NiziUデビュー曲『Step and a step』がストリーミング累計1億回再...」... https://t.co/5hucaIo6R0 #芸能ニュース,0
