,Tweeted Date,Tweet Description,Popularity Count
118,2021-05-12 06:43:41,"물먹은 별이, 반짝, 보석처럼 백힌다.
 
밤에 홀로 유리를 닦는 것은
 
외로운 황홀한 심사이어니,
 
고흔 폐혈관(肺血管)이 찢어진 채로
 
아아, 늬는 산(山)ㅅ새처럼 날아갔구나!
-정지훈, 유리창 1",0
110,2021-05-12 11:00:02,"이번주 베스트셀러
[정지훈과 안남대학교는 고성방가하기 나름]
가끔은 이런것도 좋을것 같아요.
#anymarina",0
130,2021-05-11 15:48:55,양비론 ?? 정지훈은 미국인이 아냥 !! 'ㅅ',0
148,2021-05-10 21:07:42,"이세민
김백호
최종근
류유상
이고은
김예지
김미선
황재홍
신주미
임지희
김재홍
장지은
서효리
김봉선
김진수
이현수
이대찬
김재향
정지훈
QUANRENZI
김득종유지연
이진희
medicine46760 https://t.co/2aydjPCTAd",0
145,2021-05-10 23:38:31,비(RAIN) - 本名：정지훈 1982年6月25日生まれ 身長185cm 血液型はO型。,0
144,2021-05-11 00:36:06,RT @rainbilove2: 5/11 RAIN(ピ)LOVE2 Blog記事「Forbes Power Celebrity その4」 @29rain #정지훈 #비 #jungjihoon #rain  #ピ https://t.co/XoYkW5VbEF,0
143,2021-05-11 01:20:58,"민연호 : 삭막하네... 아무리 봐도 적응이 안돼.
정지훈 : 눈을 감고 따뜻한 침대와 이불과 잠옷을 상상합시다 형님 (눈을 감는다) 아 아름다워
민연호 : 더 끔찍하거든요.... 고문이잖아요. (머리를 감싸쥔다)",0
142,2021-05-11 01:27:42,"김여름
이효선
정지훈
김은경
이미숙김상균
고현주
김경애
박정언
김성은
정우리
김영묵
권미현
최선미
김정민
김가연
금혜진
박지혜
이정임
김은옥
박은희
고을진
황고운
황유순
recognize68712 https://t.co/S0TVIUd4ZF",0
141,2021-05-11 04:08:57,정지훈 https://t.co/KIehrlNPMF,0
140,2021-05-11 04:13:20,RT @Satirev27: 정지훈 https://t.co/KIehrlNPMF,0
138,2021-05-11 07:18:39,비(정지훈)가 되고 김태희와 결혼vs그냥 살기,0
136,2021-05-11 07:56:54,"📣 정지훈 작가 &lt;더 복서&gt;, 대만🇹🇼 서비스 론칭!🎉

매주 목요일 네이버웹툰 연재 중인 정지훈 작가님의 &lt;더 복서&gt;가 라인웹툰을 통해 대만에서도 연재를 시작했습니다.  
대만 독자만을 위해 17화까지는… https://t.co/QyOSLQXfbM",0
135,2021-05-11 07:58:02,"정유민
손지선최평화
류지영
이보라
김의태
하세희
조강일
우보람
이지애
한세희
정지훈
오진선
정노아
이승희
이선주
임지혜
선현민
안제기
추교희
김희인
왕희인
정영림
박수지
scenery71031 https://t.co/XaAvYPho3G",0
132,2021-05-11 14:15:12,"물먹은 별이, 반짝, 보석처럼 백힌다.
 
밤에 홀로 유리를 닦는 것은
 
외로운 황홀한 심사이어니,
 
고흔 폐혈관(肺血管)이 찢어진 채로
 
아아, 늬는 산(山)ㅅ새처럼 날아갔구나!
-정지훈, 유리창 1",0
131,2021-05-11 14:51:58,"RT @sck0279: RAIN
SOLO

#비 #정지훈 #비룡 
#RAIN #JUNGJIHOON https://t.co/Yod1wtWOZx",0
