,Tweeted Date,Tweet Description,Popularity Count
1,2021-05-13,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
60,2021-05-10,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
59,2021-05-10,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/i3T2RfpULy
 
#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
58,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project

https://t.co/xoPR9nz4YB

#TWICE #트와이스 #DAHYUN #CHAEYOUNG #나로…",0
57,2021-05-10,"RT @JYPETWICE: DAHYUN &amp; CHAEYOUNG “나로 바꾸자 Switch to me” Melody Project Behind

https://t.co/i3T2RfpULy
 
#TWICE #트와이스 #DAHYUN #CHAEYOUNG",0
56,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project

https://t.co/xoPR9nz4YB

#TWICE #트와이스 #DAHYUN #CHAEYOUNG #나로…",0
55,2021-05-10,"RT @JYPETWICE: “나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project Teaser

https://t.co/pweByAZHBS

#TWICE #트와이스 #DAHYUN #CHAEYO…",0
50,2021-05-11,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
37,2021-05-12,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
48,2021-05-11,"'미운' 비 #안무비 시세 올라, 박진영과 부른 '나로 바꾸자' 3천만원"" [결정적장면] | 카카오톡 #뉴스 https://t.co/SUK5ad7vQn",0
47,2021-05-11,switch it up........ 왠지 보자마자 나로바꾸자가 떠올랐다,0
46,2021-05-11,RT @lilly_fore: 김밀크 진짜 킹받는 점. 얘는 활 꺼내는 시늉까지 함 매순간 진심임.... 나로 바꾸자때부터 알아봤지만 손목쓰는 것도 장난아님... HE IS FOX https://t.co/K7agXkpqDD,0
45,2021-05-11,RT @lilly_fore: 김밀크 진짜 킹받는 점. 얘는 활 꺼내는 시늉까지 함 매순간 진심임.... 나로 바꾸자때부터 알아봤지만 손목쓰는 것도 장난아님... HE IS FOX https://t.co/K7agXkpqDD,0
44,2021-05-11,RT @lilly_fore: 김밀크 진짜 킹받는 점. 얘는 활 꺼내는 시늉까지 함 매순간 진심임.... 나로 바꾸자때부터 알아봤지만 손목쓰는 것도 장난아님... HE IS FOX https://t.co/K7agXkpqDD,0
43,2021-05-11,"RT @ENHYPEN_members: 현재 엔하이픈 차트 2주째 1위를 달리고있는 “나로 바꾸자’를 커버해봤습니다!
#JAY #NI_KI #ENHYPEN #나로바꾸자 #나로바꾸자챌린지 #RAIN #JYP #비프로듀서님_보고싶어요ㅎㅎ

https://…",0
42,2021-05-11,“나로 바꾸자 Switch to me” by DAHYUN and CHAEYOUNG – Melody Project https://t.co/Vt2ubfn9vH,0
41,2021-05-11,"#RAINXJYP #비 #RAIN
RAIN(비) - ""나로 바꾸자 Switch to me (duet with JYP)"" MV
https://t.co/zw09NFrWSc",0
40,2021-05-11,"#아는형님 #박진영 #비
💎아형리미티드💎 [풀버전] 레전드의 레전드 무대! 박진영x비의 '나로 바꾸자'♬ (大공개↗)
https://t.co/NagkN9zuSu",0
39,2021-05-11,"#TWICE #Switchtome #中字
[MV中字] TWICE DAHYUN and CHAEYOUNG - Switch to me 나로 바꾸자 – Melody Project【Chinese Sub】
https://t.co/rweqL3GTb0",0
38,2021-05-11,"#나로바꾸자 #커버댄스 #2인안무
자매의 취미생활 비(RAIN) X 박진영(JYP) '나로 바꾸자(Switch to me)' 커버댄스 Dance cover
https://t.co/rW4x6S713M",0
125,2021-05-06,"나로 바꾸자가 들리니,,,
용그니 생각이 난다ㅠ",0
