,Tweeted Date,Tweet Description,Popularity Count
59,2021-05-19,RT @Kkapok_s: ร้องเพราะนะแต่จะร้องเทคนิคJYP เพื่ออะไรพี่ไม่เข้าใจเลิกแกล้งได้แล้ว https://t.co/ZTymvT1wGX,0
58,2021-05-19,RT @soompi: #JYP Takes Legal Action Against Invasion Of #StrayKids' Privacy https://t.co/2kgl4YmvHC https://t.co/B9pWYdIGyI,0
57,2021-05-19,"RT @trainee8282: 제왑 연습생 안유나 04년생
니지프로젝트 출연
#jyp #제왑 #연생 #연습생 #제왑연습생 https://t.co/fXPv6Gtedo",0
56,2021-05-19,"RT @formyleeknow: JYP 고양이발바닥 갖고있는거 다압니다
제발 오늘스케쥴 이거 챙겨서 보내주십시오 https://t.co/PG1Y8ZAXgC",0
55,2021-05-19,I like jyp he’s so handsome,0
54,2021-05-19,"RT @ShopeeTH: วิดีโอทักทาย #MIDZY ชาวไทย จากสาว ๆ #ITZY มาแล้วว 🧡
ดูแล้วเป็นต้องยิ้มตาม คิดถึงมาก ๆ ใครอยากคอลไซน์กับสาว ๆ ห้ามพลาดน้า 🥰…",0
53,2021-05-19,"RT @sukie0709: คำใบ้คือ JYP
🐿: ปาร์คจินยองพีดีนิม ภาษาอังกฤษ
🦙: ห้ะ ภาษาอังกฤษหรอ พาร์คจวีนยองง (พูดอิ้งสำเนียงเกาหรี)
55555555555555555555…",0
52,2021-05-19,"RT @beomdazed: the big three of kpop is no longer sm jyp and yg it’s actually the three aces of kpop jungkook, yeonjun, and heeseung they a…",0
51,2021-05-19,"Masaya ako at di moko nwkslimutan,
Pero nakakalungkot lang na di ka masaya ngayon😔",0
50,2021-05-19,"RT @hobiprincex_: Me da risa que los multis estén decepcionados porque con el teaser no sacaron más canción, ¿que pasa puppys? Ya se acostu…",0
49,2021-05-19,"RT @beomdazed: the big three of kpop is no longer sm jyp and yg it’s actually the three aces of kpop jungkook, yeonjun, and heeseung they a…",0
48,2021-05-19,@0320HWANGG HAHAHAHA SAN BANG COMPANY YAN APPLY AKO BASTA DI CEO SI JYP 😩,0
47,2021-05-19,그레알괫서씨의 답변을 보자！ https://t.co/j1cTErphgE #질문함 #peing ㅅㅂ저거네개보낸거아닌데,0
43,2021-05-19,RT @soompi: #JYP Takes Legal Action Against Invasion Of #StrayKids' Privacy https://t.co/2kgl4YmvHC https://t.co/B9pWYdIGyI,0
42,2021-05-19,"RT @beomdazed: the big three of kpop is no longer sm jyp and yg it’s actually the three aces of kpop jungkook, yeonjun, and heeseung they a…",0
41,2021-05-19,RT @DSoulBprd: “ มันแตกต่างจากที่ผมเคยทำอย่างแน่นอน” เขาเห็นด้วย  และมันไม่ใช่เพลงที่เขาสามารถทำได้ที่ JYP  ประการแรก Park กล่าวว่าเขาและ…,0
149,2021-05-19,"RT @andn_0v0: 🧊WORLD🧊
#범규 #BEOMGYU https://t.co/OOR3DmEOWI",0
